,categories_textform,short_name,price,sales_count
1616,nan,Pepsi Cola Soda Pop,3.33,
1617,nan,Essentia Bottled,14.99,
1618,GROCERIES,Sunkist Orange Soda,3.98,0.0
1619,nan,Mountain Dew Zero Sugar Citrus Soda Pop,4.98,
1620,HEALTH CARE,Preparation H Anti Itch Cream,12.49,74.0
1621,nan,Swiffer Sweeper Xl Wet Mopping Pad,12.49,
1622,nan,Sunkist Orange Soda Pop,46.43,
1623,nan,Honey Buffalo,3.39,
1624,BREAKFAST & CEREAL,Kellogg,3.79,494.0
1625,nan,Sunkist Orange Soda Pop,46.43,
1626,COOKIES,Ultra Care Mint Tea Tree Toothpaste,5.89,29.0
1627,nan,Spice Hardest Working Collection Anti-Perspirant Deodorant,7.99,
1628,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
1629,nan,Olay Vitamin,7.49,
1630,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
1631,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
1632,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
1633,nan,Topo Chico Sparkling,10.58,
1634,nan,Pepsi Cola Soda Pop,12.0,
1635,nan,Pepsi Cola Soda Pop,12.0,
1636,BEVERAGES,Arrowhead Brand,13.59,0.0
1637,nan,Pringles Potato Crisps Chips,1.74,
1638,GROCERIES,Pampers Diapers Size,32.99,452.0
1639,nan,Bull Energy Drink,8.87,
1640,nan,Blueberry Acai Plusshot Probiotic Juice Drink,3.49,
1641,nan,Lemon Hand Sanitizing Spray,5.29,
1642,COOKIES,Epson Workforce Es-400 Ii Duplex Desktop Document Scanner,275.98,1.0
1643,nan,Zero Sugar Lemon Lime Soda,2.88,
1644,nan,Acne,8.49,
1645,nan,Spice Hardest Working Collection Anti-Perspirant Deodorant,7.99,
1646,nan,Sprouted Whole Grain,5.69,
1647,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
1648,GROCERIES,Spice Deodorant Twin Pack,13.09,116.0
1649,nan,Diet Pepsi Cola Soda Pop,3.33,
1650,nan,Glaceau Smartwater,14.86,
1651,GROCERIES,Nervive,24.49,144.0
1652,nan,Sunkist Grape Soda,17.99,
1653,nan,Ibc Cream Soda Made,3.24,
1654,nan,Caffeine-Free,48.63,
1655,nan,Sensodyne Repair,14.29,
1656,nan,Lipton Diet,18.96,
1657,nan,Gerber,2.34,
1658,nan,Pepsi Cola Soda Pop,12.0,
1659,nan,Cinnamon Spice Herbal Tea,3.79,
1660,nan,Apple Ginger'Ade,5.79,
1661,GROCERIES,Pampers Diapers Size,32.99,452.0
1662,PERSONAL CARE,Sensodyne Repair,8.49,36.0
1663,nan,Propel Watermelon,1.0,
1664,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
1665,nan,Bull Energy Drink,8.87,
1666,GROCERIES,Sunkist Orange Soda,3.98,0.0
1667,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
1668,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1669,nan,Sunkist Orange Soda,2.88,
1670,GROCERIES,Cream Cheese Style Spread,5.99,4.0
1671,GROCERIES,Oral-B Pro,22.99,47.0
1672,GROCERIES,Oral-B Pro,22.99,47.0
1673,HEALTH CARE,Cytosport Muscle Milk Chocolate Powder Beverage Mix,28.89,0.0
1674,nan,Crush Grape Soda,18.28,
1675,nan,Bodyarmor Sport Drink,1.24,
1676,HOME,Spice Anti-Perspirant Deodorant,7.99,0.0
1677,GROCERIES,Pure,10.99,89.0
1678,nan,Jumex,21.95,
1679,GROCERIES,Fanta Orange Soda,2.75,0.0
1680,BABY ITEMS,Preparation H Hemorrhoid Relief Suppositories,12.79,245.0
1681,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
1682,GROCERIES,Fanta Orange Soda,2.75,0.0
1683,nan,Brown Sugar Honeycomb Frozen Dessert Bars,6.99,
1684,nan,Rc Cola Soda,2.88,
1685,nan,Gerber,2.34,
1686,GROCERIES,Tide Liquid Laundry Detergent,12.99,946.0
1687,GROCERIES,Rapid,11.89,0.0
1688,GROCERIES,Cookies,6.99,9.0
1689,nan,Sensodyne Pronamel,8.49,
1690,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
1691,nan,Caffeine-Free,25.0,
1692,nan,Diet Dr Pepper Soda,10.18,
1693,nan,Bodyarmor Sport Drink,1.24,
1694,GROCERIES,Lavender Body Wash,11.89,8.0
1695,nan,Kellogg,3.54,40.0
1696,BAKING ESSENTIALS,Truvia,9.24,2.0
1697,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1698,BABY ITEMS,Fixodent Denture Adhesive Powder,7.99,77.0
1699,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
1700,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
1701,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
1702,nan,Pringles Potato Crisps Chips,2.24,
1703,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
1704,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
1705,nan,Propel Electrolyte,1.0,
1706,nan,Preparation H Cooling Spray,9.99,
1707,nan,Bull Energy Drink,8.87,
1708,GROCERIES,Lg,240.98,83.0
1709,GROCERIES,Oral-B,8.99,76.0
1710,nan,Pringles Potato Crisps Chips,1.74,11.0
1711,nan,Logitech Keyboard,20.99,
1712,nan,Diet Pepsi Cola Soda Pop,3.33,
1713,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
1714,nan,Sunkist Grape Soda,17.99,
1715,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
1716,nan,Diet Dr Pepper Soda,10.18,
1717,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
1718,HOUSEHOLD,Febreze,3.49,147.0
1719,nan,Lowepro,12.99,
1720,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
1721,nan,Smart Bacon® Vegan Bacon Strips,3.99,2.0
1722,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
1723,HOME,Spice Anti-Perspirant Deodorant,7.99,0.0
1724,GROCERIES,Antiperspirant Deodorant,11.99,45.0
1725,nan,Sunkist Zero Sugar Orange Soda,15.4,
1726,GROCERIES,Olay Regenerist Micro-Sculpting Cream Face Moisturizer,10.49,67.0
1727,TVS & TV ACCESSORIES,Insignia Black Rf Modulator,14.99,0.0
1728,FROZEN FOOD,Eggo Frozen,3.54,55.0
1729,nan,Pringles Potato Crisps Chips,1.74,11.0
1730,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
1731,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
1732,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
1733,nan,Lipton Iced Tea Mix Black Tea,10.83,
1734,FROZEN FOOD,Eggo Frozen,3.54,55.0
1735,nan,Zero Sugar Lemon Lime Soda,2.88,
1736,nan,Polar Beverages,0.98,
1737,nan,Uncle Lee,23.04,
1738,nan,Organic Simple Powder,29.59,
1739,nan,Diet Canada Dry Tonic,1.58,
1740,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
1741,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
1742,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
1743,nan,Sensodyne Pronamel,8.49,
1744,nan,Kellogg,5.24,27.0
1745,COOKIES,Kellogg,3.79,318.0
1746,COOKIES,Highly Caffeinated Exfoliating Body,7.59,2.0
1747,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
1748,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
1749,nan,Kellogg,3.54,40.0
1750,nan,7Up Cherry,18.75,
1751,GROCERIES,Nervive,24.49,144.0
1752,nan,Kellogg,3.54,40.0
1753,nan,Sunkist Orange Soda Pop,1.0,
1754,nan,Lipton Iced Tea Mix Black Tea,10.83,
1755,nan,Diet Pepsi Cola Soda Pop,3.33,
1756,HOME THEATER & AUDIO,Lg Ubk80,185.98,1.0
1757,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
1758,COOKIES,Nature,4.14,211.0
1759,nan,Olay Moisture Outlast,7.99,
1760,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
1761,BEVERAGES,Propel Electrolyte,1.0,320.0
1762,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
1763,nan,Pringles Potato Crisps Chips,1.74,
1764,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
1765,nan,Pringles Potato Crisps Chips,1.74,
1766,COOKIES,Deodorant,8.49,45.0
1767,,Smartypants Prenatal,21.99,
1768,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
1769,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
1770,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
1771,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
1772,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
1773,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
1774,GROCERIES,Tide,8.49,519.0
1775,nan,Ibc Cream Soda Made,3.24,
1776,GROCERIES,Nervive,24.49,144.0
1777,nan,Purely Inspired Collagen Protein Powder,20.26,
1778,GROCERIES,Trident Original Sugar Free Gum,3.49,55.0
1779,nan,Olay,6.99,
1780,nan,Align Advanced Prebiotic Supplement,26.99,
1781,nan,Diet Pepsi Cola Soda Pop,3.33,
1782,nan,Coca-Cola Zero Sugar Soda Pop,4.88,
1783,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
1784,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
1785,BABY ITEMS,Olay,9.99,158.0
1786,GROCERIES,Oral-B,8.99,76.0
1787,nan,Nature,5.04,
1788,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,8.49,
1789,nan,Pringles Potato Crisps Chips,1.74,
1790,BEVERAGES,Body Wash,10.99,34.0
1791,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
1792,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
1793,nan,Centrum Multivitamin,22.99,
1794,nan,Pringles Potato Crisps Chips,2.24,
1795,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
1796,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
1797,nan,Lipton,18.5,
1798,nan,Olay Moisture Ribbons,6.49,
1799,BABY ITEMS,Burt,4.29,223.0
1800,nan,Glaceau Smartwater,14.86,
1801,BREAD & BAKERY,Medoral,2.79,1.0
1802,nan,Polar Seltzer,2.94,
1803,nan,Pecan Whole Cacao Granola,5.99,
1804,nan,7Up Cherry,18.75,
1805,nan,Excedrin Migraine Pain Relief Caplets,3.69,
1806,VITAMINS & SUPPLEMENTS,Centrum Multigummies Men,20.99,182.0
1807,nan,Pringles Potato Crisps Chips,2.24,
1808,nan,Gillette Skin Ultra Sensitive Shave Gel,8.99,
1809,nan,Polar Beverages,0.98,
1810,BEVERAGES,Honest Kids,3.6,2.0
1811,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,12.49,
1812,DAIRY,Cheez-It Cheese Crackers,4.04,324.0
1813,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
1814,nan,Coffee Dark Roast Ground Coffee,11.03,
1815,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
1816,nan,Spray Cran- Grape Juice Drink,4.32,
1817,nan,Olay Moisture Outlast,7.99,
1818,nan,Polident,8.99,
1819,nan,Multi Color Brushed Stainless Straw,2.39,
1820,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
1821,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
1822,nan,Sunkist Orange Soda Pop,46.43,
1823,COOKIES,Nature,4.14,211.0
1824,nan,Keebler Baked Graham Cracker Snacks,3.24,
1825,BABY ITEMS,Olay,9.99,158.0
1826,BABY ITEMS,Burt,4.29,223.0
1827,nan,Rc Cola Soda,18.2,
1828,nan,Gillette Skin Ultra Sensitive Shave Gel,8.99,
1829,COOKIES,Deodorant,8.49,45.0
1830,nan,Diet,2.88,
1831,nan,Mello Yello Citrus Flavored Soda Soft Drinks,26.39,
1832,BEVERAGES,Cider,14.99,3.0
1833,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1834,nan,Caffeine-Free,25.0,
1835,nan,Zz Bloody Mary Mix,4.48,
1836,nan,Mild,7.49,
1837,nan,Sensodyne Pronamel,8.49,
1838,nan,Gillette Skin Ultra Sensitive Shave Gel,8.99,
1839,nan,Pringles Potato Crisps Chips,1.74,
1840,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
1841,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
1842,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
1843,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
1844,nan,Squirt Caffeine-Free Soda,11.34,
1845,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
1846,nan,Pepsi Cola Soda Pop,3.33,
1847,nan,Pringles Potato Crisps Chips,1.74,
1848,nan,Lemon Lime Soda Pop,1.0,
1849,nan,Olay Vitamin,7.49,
1850,nan,Caffeine-Free,48.63,
1851,nan,Excedrin Extra Strength Headache Relief Caplets,7.99,
1852,nan,Uncle Lee,23.04,
1853,PERSONAL CARE,Spice Aluminum Free Body Spray,8.49,70.0
1854,nan,Sunkist Zero Sugar Orange Soda,15.4,
1855,SEXUAL WELLNESS,Nature,10.99,0.0
1856,nan,Jvc Headphones,14.99,
1857,,Cheez-It Cheese Crackers,6.34,
1858,GROCERIES,Organic Hemp Hearts,13.59,9.0
1859,nan,Margherita,7.29,
1860,nan,Glaceau Smartwater,14.86,
1861,GROCERIES,Crest Leave-On Teeth Whitening,49.99,109.0
1862,VITAMINS & SUPPLEMENTS,Align Probiotic Supplement,21.99,3.0
1863,COOKIES,Ready,4.49,7.0
1864,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1865,nan,Pringles Potato Crisps Chips,1.74,
1866,GROCERIES,Maxwell,6.28,0.0
1867,nan,Pringles Potato Crisps Chips,1.74,
1868,nan,Muscle Milk Genuine Protein Shake,6.98,
1869,BEAUTY,Sensodyne Pronamel,14.99,0.0
1870,nan,Pringles Potato Crisps Chips,1.74,11.0
1871,nan,Olay Vitamin,7.49,
1872,nan,Gerber,2.34,
1873,nan,Rc Cola Soda,2.88,
1874,nan,Mountain Dew Citrus Soda Pop,3.33,
1875,GROCERIES,Gillette Skinguard Men,22.99,129.0
1876,GROCERIES,Fanta Orange Soda,2.75,0.0
1877,nan,Thoughtfully,22.49,
1878,GROCERIES,Fanta Orange Soda,2.75,0.0
1879,nan,Organic,5.49,
1880,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
1881,nan,Pringles Potato Crisps Chips,2.24,
1882,nan,Cheez-It Cheese Crackers,6.34,
1883,nan,Olay Moisture Ribbons,6.49,
1884,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
1885,nan,Crush Grape Soda,18.28,
1886,nan,Coffee Dark Roast Ground Coffee,11.03,
1887,COOKIES,Deodorant,8.49,45.0
1888,nan,Lipton Lemon Iced Tea,18.75,
1889,COOKIES,Cleansing,4.79,35.0
1890,BEVERAGES,Decaf Chai Black Tea,3.79,1.0
1891,nan,Lipton Lemon Iced Tea,18.75,
1892,DAIRY,Hot Sauce,5.99,1.0
1893,nan,Diet Pepsi Cola Soda Pop,10.18,
1894,nan,Gillette Skin Ultra Sensitive Shave Gel,8.99,
1895,BABY ITEMS,Burt,4.29,223.0
1896,CAMERAS,Digipower Silver Streamer Video,45.98,0.0
1897,nan,Olay Vitamin,11.99,
1898,nan,Kellogg,5.24,27.0
1899,nan,Bull Energy Drink,8.87,
1900,nan,Organic,3.99,
1901,GROCERIES,Tea Tree Body Wash,11.89,9.0
1902,nan,Organic Unsweetened Vanilla Bean Cashewmilk Yogurt,6.19,2.0
1903,nan,Mac,3.99,
1904,BABY ITEMS,Fixodent Denture Adhesive Powder,7.99,77.0
1905,nan,Barbados,5.49,
1906,DAIRY,Prebiotic Milk Cleanser,18.19,2.0
1907,nan,Sour Cream,3.29,
1908,nan,Sea Salt,6.69,
1909,DAIRY,Organic Facial Cleansing,12.09,1.0
1910,GROCERIES,Spritz L.A,7.19,7.0
1911,nan,Stellar Gaze Mascara,6.79,
1912,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1913,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1914,nan,Non-Alcoholic Hoppy Refresher,5.99,9.0
1915,nan,Sunkist Zero Sugar Orange Soda,15.4,
1916,BABY ITEMS,Fixodent Denture Adhesive Powder,7.99,77.0
1917,nan,Kellogg,3.24,2.0
1918,nan,Kellogg,3.34,
1919,nan,Mixed Berries,1.99,
1920,nan,Lipton Diet,18.96,
1921,nan,Sunkist Orange Soda,2.88,
1922,nan,Antiplaque Whitening Fluoride Free Toothpaste,4.79,
1923,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
1924,GROCERIES,Olay,10.49,44.0
1925,DAIRY,Organic Dairy-Free Vanilla Bean Cashewmilk Yogurt,6.19,3.0
1926,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
1927,GROCERIES,Spice Invisible,7.99,41.0
1928,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
1929,nan,Lipton Lemon Iced Tea,18.75,
1930,nan,Strawberry Preserves,4.99,21.0
1931,nan,Preparation H Cooling Spray,9.99,
1932,BREAD & BAKERY,Organic Freeze-Dried Mangos,5.99,3.0
1933,BABY ITEMS,Fixodent Denture Adhesive Powder,7.99,77.0
1934,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
1935,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,10.39,0.0
1936,nan,Pringles Potato Crisps Chips,2.24,
1937,nan,Stress Rehab Facial Mask,3.39,
1938,GROCERIES,Crest Pro-Health Advanced Gum Protection Toothpaste,2.99,554.0
1939,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
1940,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
1941,GROCERIES,Dry Cider,14.99,9.0
1942,GROCERIES,Derma+ Invisible Gel Antiperspirant,8.99,75.0
1943,BABY ITEMS,Olay,9.99,158.0
1944,COOKIES,Magnesium,8.49,3.0
1945,nan,Non-Alcoholic Hoppy Refresher,5.99,9.0
1946,GROCERIES,Coq10 Gel Toothpaste,4.19,7.0
1947,BEVERAGES,Olay Deep Hydration Serum,35.99,137.0
1948,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1949,nan,Sensodyne Complete Protection Sensitivity Toothpaste,7.29,
1950,nan,Bull Energy Drink,8.87,
1951,GROCERIES,Tide,8.49,519.0
1952,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
1953,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
1954,COOKIES,Almond Butter,11.99,3.0
1955,nan,Kellogg,3.24,2.0
1956,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
1957,nan,Sunkist Orange Soda Pop,46.43,
1958,nan,Organic Vanilla Kids,5.49,
1959,GROCERIES,Kellogg,3.54,
1960,COOKIES,Spice Deodorant,7.49,37.0
1961,nan,Advil Coated Caplets,13.29,
1962,nan,Excedrin Extra Strength Headache Relief Caplets,3.79,
1963,HOUSEHOLD,Febreze,3.49,147.0
1964,DAIRY,Cheez-It Cheese Crackers,6.34,305.0
1965,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
1966,nan,Advil Coated Caplets,13.29,
1967,nan,Ocean Air,4.49,
1968,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
1969,CONDIMENTS,Manuka Honey Marfura,11.49,28.0
1970,PERSONAL CARE,Spice Aluminum Free Body Spray,8.49,70.0
1971,GROCERIES,Kellogg,3.54,
1972,DAIRY,Organic Macaroni,2.99,2.0
1973,nan,Pringles Potato Crisps Chips,1.74,
1974,DAIRY,Olay,27.99,110.0
1975,BEVERAGES,Otterbox Black Defender Pro,41.98,37.0
1976,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
1977,GROCERIES,Trident Sugar Free Gum,3.49,12.0
1978,FROZEN,Thrifty Vanilla Ice Cream,3.99,36.0
1979,,Cheez-It Cheese Crackers,6.34,
1980,BAKING ESSENTIALS,Truvia,9.24,2.0
1981,COOKIES,Black Bean,3.29,2.0
1982,PERSONAL CARE,Poligrip Additive Free Denture Adhesive Cream,6.49,0.0
1983,nan,Tumeric Tahini,5.99,2.0
1984,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,21.99,0.0
1985,GROCERIES,Enchiladas Poblano,4.49,5.0
1986,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,268.0
1987,nan,Soozy,4.99,2.0
1988,nan,Pringles Potato Crisps Chips,1.74,
1989,BEVERAGES,Ginger Tea,3.79,1.0
1990,GROCERIES,Ultra Moist Conditioner,6.79,8.0
1991,nan,Spray Cran- Grape Juice Drink,4.32,
1992,DAIRY,Organic Vanilla,5.29,4.0
1993,nan,Electronic,18.99,
1994,nan,Plate Pie,6.29,
1995,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
1996,nan,Sensodyne Pronamel,8.49,
1997,nan,Muscle Milk Genuine Protein Shake,6.98,
1998,nan,Bull Energy Drink,8.87,
1999,nan,Rig Nacon Pro Compact,45.98,
2000,nan,Kellogg,5.24,27.0
2001,GROCERIES,Lg,240.98,83.0
2002,nan,Sensodyne Pronamel,8.49,
2003,HEALTH CARE,Vicks Zzzquil Pure Zzzs Melatonin Sleep,10.49,21.0
2004,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
2005,VITAMINS & SUPPLEMENTS,Centrum Multigummies,10.99,361.0
2006,nan,Swiffer Sweeper Xl Wet Mopping Pad,12.49,
2007,PERSONAL CARE,Spice Aluminum Free Body Spray,8.49,70.0
2008,GROCERIES,Silk Original Almond Milk,4.49,226.0
2009,nan,Flavored Sparkling,21.99,
2010,SMART HOME & SECURITY,Philips Hue,65.98,0.0
2011,nan,Sunkist Zero Sugar Orange Soda,2.88,
2012,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
2013,nan,Speck Black Black White Presidio2 Grip Case,24.98,
2014,PERSONAL CARE,Gillette,26.99,116.0
2015,BEVERAGES,Logitech Mk550 Black Wireless Wave Keyboard,64.98,1.0
2016,nan,Staedtler Dual Tip Water-Soluble Markers,17.49,
2017,nan,Organic Lactose Free Whole Milk,4.99,
2018,,Kellogg,3.04,
2019,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
2020,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
2021,nan,Pringles Potato Crisps Chips,1.74,11.0
2022,GROCERIES,Lg Black,185.98,36.0
2023,COOKIES,Ready,4.49,7.0
2024,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
2025,COOKIES,Kellogg,5.24,318.0
2026,PERSONAL CARE,Spice Aluminum Free Body Spray,8.49,70.0
2027,nan,Cytosport Muscle Milk Protein Shake,6.29,
2028,nan,Rosemary Artisan Crackers,5.49,
2029,MEAT & SEAFOOD,Garlic,5.49,6.0
2030,nan,Tahitian Gardenia,5.69,
2031,GROCERIES,Lavender Liquid Soap,11.19,4.0
2032,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
2033,BEVERAGES,Biotin Shampoo,4.99,31.0
2034,GROCERIES,Olay Cleansing,10.99,3.0
2035,nan,Orange Marmalade,4.99,21.0
2036,GROCERIES,Dawn Platinum Dishwashing Liquid Dish Soap,4.99,41.0
2037,GROCERIES,Sharp,4.99,32.0
2038,nan,Organic Ashwagandha,1.59,
2039,PERSONAL CARE,Tom,5.99,0.0
2040,GROCERIES,Ninja,205.98,37.0
2041,GROCERIES,Invisible,7.99,251.0
2042,nan,Rockstar Punched,5.28,
2043,nan,Thoughtfully,22.49,
2044,nan,Kind Bars,10.79,
2045,GROCERIES,Colgate Toothpaste,3.0,57.0
2046,GROCERIES,Spice Invisible,7.99,39.0
2047,GROCERIES,Sunkist Orange Soda,3.98,0.0
2048,GROCERIES,Olay Regenerist Micro-Sculpting Serum,37.99,9.0
2049,GROCERIES,Pampers Diapers Size,32.99,452.0
2050,GROCERIES,Antiperspirant Deodorant,11.99,45.0
2051,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
2052,BABY ITEMS,Burt,4.29,223.0
2053,GROCERIES,Spice Invisible,7.99,41.0
2054,nan,Kellogg,3.54,40.0
2055,GROCERIES,Trident Original Sugar Free Gum,3.49,55.0
2056,nan,Advil Coated Caplets,13.29,
2057,nan,Polident,8.99,
2058,nan,Smoked Oysters,3.79,
2059,GROCERIES,Sunkist Orange Soda,3.98,0.0
2060,nan,Polar Seltzer,2.94,
2061,DAIRY,Olay,27.99,110.0
2062,DAIRY,Olay Firming Cream,7.49,131.0
2063,COOKIES,Orgain Protein,34.8,1.0
2064,nan,Apple Airpods Pro Wireless Active Noise Canceling Bluetooth Earbuds,195.98,11.0
2065,nan,Kellogg,3.54,
2066,GROCERIES,Tikka Masala Simmer Sauce,2.79,3.0
2067,nan,Sunkist Strawberry Lemonade Soda Cans,3.98,
2068,GROCERIES,Olay Retinol,34.99,10.0
2069,VITAMINS & SUPPLEMENTS,Centrum Multigummies,10.99,361.0
2070,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
2071,GROCERIES,Organic Unsweetened Vanilla Flax Mylk,3.19,8.0
2072,BEVERAGES,Propel Electrolyte,1.0,320.0
2073,nan,Pringles Potato Crisps Chips,1.74,
2074,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
2075,PERSONAL CARE,Sensodyne Repair,8.49,36.0
2076,PERSONAL CARE,Tom,5.99,0.0
2077,nan,Bull Energy Drink,8.87,
2078,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
2079,HEALTH CARE,Cytosport Muscle Milk Pro,28.89,0.0
2080,nan,Pure,14.71,
2081,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
2082,nan,Kellogg,3.24,2.0
2083,nan,Propel Watermelon,1.0,
2084,nan,Excedrin Migraine Pain Relief Caplets,3.69,
2085,nan,Swiffer Sweeper Xl Wet Mopping Pad,12.49,
2086,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
2087,GROCERIES,Dawn Platinum Dishwashing Liquid Dish Soap,4.99,41.0
2088,GROCERIES,Crest Leave-On Teeth Whitening,49.99,109.0
2089,nan,Sunkist Zero Sugar Orange Soda,2.88,
2090,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
2091,nan,Kellogg,5.24,27.0
2092,nan,Pepsi Cola Soda Pop,3.33,
2093,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
2094,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
2095,BEVERAGES,Honey,5.69,6.0
2096,BAKING ESSENTIALS,Truvia Calorie Free Sweetener,3.94,63.0
2097,HOME,Spice Anti-Perspirant Deodorant,7.99,0.0
2098,DAIRY,Razer Black Naga X Ergonomic Mmo Gaming,71.98,70.0
2099,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
2100,BEAUTY,Sensodyne Pronamel,14.99,0.0
2101,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
2102,nan,Centrum Multivitamin,22.99,
2103,nan,Easy,71.98,
2104,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
